item,status,error,sort_by,collected_at_utc,base_price,currency,n_listings,cap_hit,discount_sample_n,avg_discount,median_discount,avg_ask,avg_predicted,key_trace,steam_sales_7d_mean,steam_sales_7d_median,steam_sales_7d_p10,steam_sales_7d_p25,steam_sales_7d_p75,steam_sales_7d_p90,steam_sales_7d_min,steam_sales_7d_max,steam_sales_7d_n,steam_sales_7d_iqr_risk%,steam_sales_7d_band_risk%,steam_sales_7d_downside_risk%,steam_sales_7d_tail_ratio,steam_turnover_proxy,steam_discount_risk_score,steam_daily_ret_3d,steam_daily_ret_7d,steam_daily_slope_7d,steam_daily_ema_gap_3_14,steam_daily_range_14d_pct,steam_daily_downside_14d_pct,trade_days,steam_trade_currency,risk_collected_at_utc
AK-47 | Aquamarine Revenge (Minimal Wear),ok,,best_deal,2026-04-17T00:32:58.323907+00:00,73.6,,50,True,8,-0.0014349808811427,0.0004162619675314,72.48875,72.3825,1/1,87.6595,86.245,82.0838,83.2715,90.1,92.1274,79.843,111.96,63,7.789800306869184,11.45751458769443,4.747004032649067,0.9517514058786016,1.26,-0.0418228524246853,0.0511872210147468,0.009686235556229,-0.0022151089306204,,0.1032476086195302,0.0676367436095533,7,3,2026-04-27T02:26:55.617767+00:00
AWP | Atheris (Factory New),ok,,best_deal,2026-04-17T03:50:35.659411+00:00,53.22,,50,True,8,0.0534344715635785,0.0423369360311674,55.24375,58.3775,1/1,53.2469,52.996,50.7133,51.701,53.94,55.9571,47.323,60.553,172,4.204939630288331,9.848085052838758,4.287010135801344,0.9569269378821044,3.44,0.0235120296078574,0.0085894434795741,-0.1347854251012146,-0.0133198548082295,-0.0552888919686153,0.213599865236678,0.0479907163044902,7,3,2026-04-27T02:34:42.637492+00:00
AWP | Atheris (Field-Tested),ok,,best_deal,2026-04-17T03:50:39.015210+00:00,4.95,,50,True,8,-0.0165917367193118,-0.0196516284605513,5.11875,5.035,1/1,6.2803,6.265,5.974,6.051,6.467,6.609,5.81,6.83,3010,6.623887393914295,10.110981959460531,4.63353661449293,0.9535514764565044,60.2,-0.0271920744213298,-0.0062015503875969,0.0139196456817463,0.0037672740237858,-0.0028630789245267,0.097191887675507,0.0446177847113885,7,3,2026-04-27T02:34:53.682356+00:00
AWP | Black Nile (Factory New),ok,,best_deal,2026-04-17T03:51:15.829466+00:00,41.5,,50,True,8,0.0729867734597907,0.0798622254113746,48.39625,52.25,1/1,39.3967,39.05,37.3615,38.6107,39.687,42.374,31.204,44.921,156,2.731954706866301,12.723146862554485,4.285891965570714,0.9567605633802816,3.12,0.0424257981247462,0.0030547284115411,-0.1533411336453457,-0.0094045624360359,-0.0759739389435549,0.2768777991042865,0.011234804862444,7,3,2026-04-27T02:35:00.435101+00:00
AWP | Chromatic Aberration (Minimal Wear),ok,,best_deal,2026-04-17T03:53:11.362266+00:00,46.52,,50,True,8,0.0376608026832307,0.0330599686602843,70.48875,73.2525,1/1,59.5117,57.246,54.1835,55.553,61.6085,67.245,36.995,83.008,296,10.175310065079644,21.94778505739208,5.146046911783733,0.9465028124235756,5.92,0.0030024554545285,-0.0346593637188127,-0.0936654756736902,-0.0132807309720585,-0.0438332925373117,0.1523284945840394,0.0,7,3,2026-04-27T02:35:10.608893+00:00
AWP | Duality (Minimal Wear),ok,,best_deal,2026-04-17T03:56:45.245352+00:00,6.25,,50,True,8,0.0300656432779882,0.0203741144693924,9.19625,9.4725,1/1,7.9197,7.939,7.426,7.634,8.13,8.483,7.213,8.829,1345,6.262863492304008,13.346465143881716,6.477518087806356,0.9353822899609524,26.9,-0.0057974535346033,-0.0648984198645598,-0.0557806762061542,-0.0074058015161304,-0.0320248379944705,0.1129886676054448,0.0,7,3,2026-04-27T02:35:17.467266+00:00
AWP | Exoskeleton (Minimal Wear),ok,,best_deal,2026-04-17T03:58:06.378015+00:00,16.94,,50,True,8,0.0165854005214324,0.0084654335380814,16.3175,16.5975,1/1,18.9827,18.824,17.6232,18.162,19.486,19.6092,15.91,34.105,203,6.974771765871038,10.462157648806548,6.325759770738625,0.9362090947726306,4.06,-0.0325891868491578,-0.0590863160134021,-0.0993916872407035,-0.0168686726431414,-0.0442616867656294,0.1144585123219533,0.0,7,3,2026-04-27T02:35:27.202987+00:00
AWP | Fever Dream (Factory New),ok,,best_deal,2026-04-17T03:59:21.183185+00:00,35.26,,50,True,8,-0.005982261806166,-0.0104029586547603,35.10125,34.89625,1/1,35.6079,35.635,34.204,34.947,36.208,37.486,31.862,40.48,111,3.541348970312756,9.2170557657149,4.0187711153985415,0.9598428511295076,2.22,-0.0360128555262347,-0.0178556099235986,-0.1001730285234898,-0.0099743269831574,-0.0509506926234269,0.179413221455001,0.0,7,3,2026-04-27T02:35:34.011897+00:00
AWP | Hyper Beast (Field-Tested),ok,,best_deal,2026-04-17T04:41:25.995948+00:00,36.96,,50,True,8,0.0036650140674647,0.0014868913934384,39.64,39.81125,1/1,44.8175,45.085,42.383,43.0875,45.81,47.895,34.893,49.955,131,6.074636023874611,12.298767222625091,6.028894962905111,0.9400687590107576,2.62,-0.0454497641509231,-0.01518227461253,-0.0402599612823622,0.0015452429521996,0.0033367250643903,0.0812820711744559,0.0393332520586506,7,3,2026-04-27T02:35:42.132723+00:00
AWP | Hyper Beast (Well-Worn),ok,,best_deal,2026-04-17T04:41:35.244182+00:00,34.63,,50,True,8,-0.0111393418187113,-0.0091063367481609,34.47,34.09,1/1,40.4427,40.366,39.315,39.95,40.9183,41.863,35.528,44.08,92,2.3942516201935065,6.300271742489996,2.598738462071033,0.9739632363870584,1.84,-0.0280603596384808,0.0163008472476837,-0.0034252398882544,0.0002383352984928,0.0062117358961633,0.13403129875195,0.0458268330733229,7,3,2026-04-27T02:35:49.169958+00:00
AWP | POP AWP (Minimal Wear),ok,,best_deal,2026-04-17T04:51:03.352277+00:00,12.14,,50,True,8,-0.0196645188602972,-0.0191045711369808,12.57625,12.33375,1/1,13.961,13.71,13.5158,13.632,14.224,14.5732,11.116,17.112,139,4.240383926652823,7.573956020342379,1.3910178353986131,0.9858351568198396,2.78,-0.0220248612175388,0.04493272886809,-0.0135298381251508,-0.0025694104292022,-0.0239696108272227,0.1270074525034113,0.0455197508834541,7,3,2026-04-27T02:35:59.773814+00:00
AWP | Pink DDPAT (Field-Tested),ok,,best_deal,2026-04-17T04:52:05.316367+00:00,41.46,,50,True,8,-0.0066514708490277,-0.0084298352342557,40.59375,40.3275,1/1,44.273,44.126,42.9262,43.8825,45.0655,45.8244,41.857,46.032,7,2.6720574616583463,6.546201974115139,2.710003839812066,0.9728096813669946,0.14,-0.0326134122204189,0.0098920167556395,0.6910406603372012,-0.0229917859862822,,0.5427592697981877,0.4086481635511972,7,3,2026-04-27T02:36:08.837793+00:00
AWP | Pink DDPAT (Minimal Wear),ok,,best_deal,2026-04-17T04:52:10.901010+00:00,99.58,,50,True,8,-0.0124957724949087,-0.0120257050754266,99.39,98.1525,1/1,108.4238,109.525,102.6778,103.201,111.406,113.9572,102.329,115.658,5,7.567526686945129,10.403066485402649,6.315218614363268,0.9374827664916686,0.1,-0.0748201049353768,-0.0986770249797415,-0.0919263808036349,-0.004418319303467,,0.3008922201917345,0.0,7,3,2026-04-27T02:36:15.996300+00:00
AWP | Redline (Field-Tested),ok,,best_deal,2026-04-17T04:53:39.818286+00:00,39.32,,50,True,8,-0.0151483435087127,-0.0172018108306907,39.81375,39.2225,1/1,46.6768,45.341,43.6471,44.928,46.161,48.0707,40.179,117.93,118,2.6415692592465723,9.47708497583382,3.6289977033558416,0.9626408769105224,2.36,-0.0409115349944742,0.0280199522880069,0.0306799156356678,0.0072416192074789,0.0125131157572093,0.0760410953124342,0.0576663431922705,7,3,2026-04-27T02:36:24.324372+00:00
AWP | Safari Mesh (Factory New),ok,,best_deal,2026-04-17T04:54:03.087102+00:00,20.81,,50,True,8,0.1120558199287561,0.1061361193601249,20.84,23.485,1/1,18.7029,18.816,17.294,18.409,18.816,19.2154,14.302,25.871,142,2.17613311304664,10.27327312876612,8.137775425201431,0.9191113945578232,2.84,0.0423646901640924,0.0499435028248587,-0.2198152812762385,-0.0375587741461094,,0.3314679294016358,0.0475678002582867,7,3,2026-04-27T02:36:33.610243+00:00
AWP | The End (Minimal Wear),ok,,best_deal,2026-04-17T04:56:54.165794+00:00,39.82,,50,True,8,-0.0484320423492854,-0.0569242738589211,40.585,38.7175,1/1,37.1211,36.915,35.144,35.849,38.237,39.691,28.604,42.9,268,6.4329990221195095,12.249098221766069,4.770871552836529,0.95202492211838,5.36,-0.0800716155646824,0.0258415979885457,-0.0660766061345948,-0.0120237802028581,-0.0491788277213446,0.1826525054466231,0.0251906318082787,7,3,2026-04-27T02:36:42.033004+00:00
AWP | Wildfire (Battle-Scarred),ok,,best_deal,2026-04-17T04:58:08.897419+00:00,43.71,,50,True,8,-0.0429421678440136,-0.0419551480658061,44.87625,43.02875,1/1,49.1874,49.605,48.0314,48.75,51.169,52.265,27.714,52.334,53,4.917926135555035,8.607082301565042,3.199193289338325,0.9682773913919968,1.06,-0.0686567563300137,-0.0395130115968596,-0.0617968780411848,-0.0110533759850366,,0.0842686139866812,0.0,7,3,2026-04-27T02:36:49.575580+00:00
AWP | Wildfire (Field-Tested),ok,,best_deal,2026-04-17T04:58:17.763714+00:00,48.47,,50,True,8,-0.0024049642677721,0.0,48.54,48.4225,1/1,56.2416,55.549,52.24,54.018,58.0685,61.344,47.28,67.006,151,7.201964382236635,16.187306193280417,5.88354527609456,0.9404309708545608,3.02,-0.0491558959670282,0.0376396198896626,0.0074939309713963,-0.0056470646325772,-0.0061939812274065,0.0919122782511524,0.0449259673138706,7,3,2026-04-27T02:37:01.144390+00:00
AWP | Worm God (Factory New),ok,,best_deal,2026-04-17T04:58:38.504162+00:00,6.7,,50,True,8,-0.0399257217086946,-0.0401498266468548,7.50625,7.2275,1/1,7.461,7.462,7.1372,7.2465,7.6507,7.756,6.136,8.846,584,5.417504355984445,8.293794397533844,4.353303846669344,0.9564727954971858,11.68,-0.0613963751044737,-0.0149797570850201,-0.0807304785894206,-0.0113696293015842,-0.0278857007936993,0.1134401972872996,0.0198657350321962,7,3,2026-04-27T02:37:12.405734+00:00
CZ75-Auto | Circaetus (Factory New),ok,,best_deal,2026-04-17T05:00:05.165733+00:00,4.44,,32,False,8,0.0605441702788339,0.0333253652726754,6.26,6.68625,1/1->1/1,5.5067,5.265,4.949,5.132,5.931,6.564,4.736,6.983,91,14.509597399531485,29.327909637350864,5.7384640528810325,0.9399810066476734,2.84375,0.0148546324124134,-0.0211808809746952,-0.2484168105929763,-0.0570242344172476,,0.3787820758330142,0.0482573726541556,7,3,2026-04-27T02:37:23.824347+00:00
CZ75-Auto | Distressed (Factory New),ok,,best_deal,2026-04-17T05:42:22.933755+00:00,5.06,,19,False,8,-0.0188876072202804,-0.0094048021779754,7.30125,7.19375,1/1->1/1,5.3762,5.307,5.1433,5.1753,5.726,5.7699,3.623,6.154,50,10.243294520293142,11.655072355939136,3.0449016033629777,0.9691539476163556,2.631578947368421,-0.0381347134582216,-0.1631379962192817,-0.2234695667426767,-0.0372161723528856,-0.0577008481437392,0.4126948271967472,0.0225886604924327,7,3,2026-04-27T02:37:35.245727+00:00
CZ75-Auto | Emerald (Factory New),ok,,best_deal,2026-04-17T05:43:40.855148+00:00,59.63,,50,True,8,-0.0193854117159039,-0.0239094881421695,62.0175,60.87375,1/1,59.8494,59.245,57.01,57.7965,60.9845,62.6636,54.365,70.091,19,5.326703358763822,9.446377073120203,3.734373276925081,0.9622752974934594,0.38,-0.0539315627571299,0.0204180509413067,-0.0746877549739534,-0.0222636168439434,-0.0620037384650625,0.3177948857084719,0.0224682900359493,7,3,2026-04-27T02:37:46.770751+00:00
CZ75-Auto | Imprint (Factory New),ok,,best_deal,2026-04-17T05:52:57.184374+00:00,6.88,,43,False,8,0.1352282622564667,0.1252526621065428,7.9775,9.24125,1/1->1/1,7.1248,7.094,6.2592,6.489,7.829,7.9468,5.837,9.401,47,18.807545474960698,23.68627891309229,11.716820121266569,0.8823230899351564,1.0930232558139534,0.0244755421209957,-0.0978198508318989,-0.2669851998601561,-0.0522529318985208,-0.0906818616194319,0.424006359300477,0.0,7,3,2026-04-27T02:37:55.237005+00:00
CZ75-Auto | Red Astor (Factory New),ok,,best_deal,2026-04-17T05:59:39.772668+00:00,16.45,,40,False,8,0.044762308006229,0.0477809587199247,18.72875,19.63375,1/1->1/1,19.2614,18.88,17.6714,18.64,19.358,21.1694,16.162,23.886,29,3.7276625790440985,18.160673678964155,6.274725617037187,0.9359851694915254,0.725,-0.013249166175957,-0.0143592945216169,0.00493316359007,-0.0116488868023683,,0.2385853787278965,0.1167062549485351,7,3,2026-04-27T02:38:05.083712+00:00
CZ75-Auto | Silver (Factory New),ok,,best_deal,2026-04-17T06:00:03.179798+00:00,21.53,,50,True,8,0.1480760331481049,0.1287504388144488,24.2975,28.56625,1/1,26.9711,26.802,25.221,25.401,28.053,29.593,23.931,30.512,201,9.832746903166727,16.209943235537295,5.86182988458016,0.94101186478621,4.02,0.1034718086452037,0.0512601147827327,0.1006568634768978,0.0286460867416615,0.1017062230673304,0.2863585500661219,0.2691329558170289,7,3,2026-04-27T02:38:15.591718+00:00
CZ75-Auto | Slalom (Factory New),ok,,best_deal,2026-04-17T06:00:32.695972+00:00,30.0,,50,True,8,0.0303850121262644,0.028764946465163,30.05,30.9925,1/1,34.5316,34.375,34.1708,34.3515,34.4318,35.0004,30.956,38.93,32,0.2325406294524468,2.402437187966961,0.5913424225926402,0.9940596363636364,0.64,0.0287684648612919,-0.0053242281316009,-0.0242690888447346,-0.0017139210243796,,0.5776145454545454,0.0178036363636364,7,3,2026-04-27T02:38:25.163785+00:00
CZ75-Auto | Tuxedo (Factory New),ok,,best_deal,2026-04-17T06:04:51.627776+00:00,3.17,,50,True,8,-0.0279823458456818,-0.0367757682458387,3.91125,3.81,1/1,3.9873,4.0325,3.4013,3.681,4.289,4.356,2.533,6.008,78,15.24841371354048,23.94352067815313,15.830261078925584,0.8434717916924985,1.56,-0.1781201573287006,0.0857678906459395,-0.0171054227829671,-0.0088928475613555,0.0228376356391095,0.1811898296716858,0.1224389039743273,7,3,2026-04-27T02:38:32.592289+00:00
CZ75-Auto | Victoria (Minimal Wear),ok,,best_deal,2026-04-17T06:48:00.575139+00:00,95.83,,32,False,8,-0.0078657435078387,0.0001591343093571,95.815,95.08125,1/1->1/1,128.2367,130.22,119.171,121.71,135.319,135.319,117.769,135.319,6,10.612406588753448,12.592339010595236,8.616098199657346,0.915151282445093,0.1875,-0.092534053138474,-0.0596759898756815,-0.0812790588822665,0.0046333634302837,,0.1731397906070358,0.0241192503969637,7,3,2026-04-27T02:38:43.752607+00:00
CZ75-Auto | Xiangliu (Factory New),ok,,best_deal,2026-04-17T06:48:30.279905+00:00,41.07,,35,False,8,-0.0437496658588315,-0.0424630108664426,43.2,41.35,1/1->1/1,42.1152,42.2505,38.4207,40.245,44.2848,45.3523,32.999,49.195,24,9.59226122635058,16.458665754881853,9.09362890357877,0.9093549188766996,0.6857142857142857,-0.1301502755487818,0.0203486197351687,-0.0592495516622981,-0.02572674767317,-0.049215374099076,0.5255517266661778,0.1935136984627416,7,3,2026-04-27T02:38:55.711110+00:00
Desert Eagle | Calligraffiti (Factory New),ok,,best_deal,2026-04-17T06:51:29.866760+00:00,16.21,,50,True,8,0.2057365307499747,0.1978374604669941,16.825,21.19375,1/1,18.5131,18.645,17.529,17.957,19.207,19.324,14.982,20.452,121,6.751975628068772,9.695837001906767,6.028163840739798,0.9401448109412712,2.42,0.1561354144636994,0.0383137495127248,-0.0562838487624638,-0.0007413008593527,0.0108177773183819,0.1114507910968087,0.051810136765889,7,3,2026-04-27T02:39:03.614492+00:00
Desert Eagle | Code Red (Field-Tested),ok,,best_deal,2026-04-17T06:52:25.616307+00:00,44.61,,50,True,8,-0.008028267104935,-0.0065026773756831,47.2075,46.8425,1/1,54.7802,53.667,50.387,51.2985,58.1352,59.34,47.026,74.52,128,12.48023921051767,16.34349637277703,5.987564850073569,0.938882367190266,2.56,-0.0568749156462131,-0.006615641770036,0.0049304047559717,-0.0039009050641143,-0.0209982711988278,0.1387732690979294,0.0896048459944385,7,3,2026-04-27T02:39:15.128418+00:00
Desert Eagle | Conspiracy (Minimal Wear),ok,,best_deal,2026-04-17T06:52:52.994991+00:00,19.69,,50,True,8,0.0057165846121995,0.0047031954680317,20.03125,20.145,1/1,22.4278,22.486,21.57,22.016,22.969,23.5017,17.957,24.731,248,4.249190736496682,8.612971401564126,4.084216909371407,0.9592635417593168,4.96,-0.0196206592867098,0.0018475958722004,-0.0184547461368652,-0.005940217276063,-0.0138465794900438,0.0463521050737675,0.0018441885570349,7,3,2026-04-27T02:39:25.669737+00:00
Desert Eagle | Crimson Web (Field-Tested),ok,,best_deal,2026-04-17T06:53:39.763538+00:00,13.85,,50,True,8,0.011118842783954,0.0073929056711721,14.66125,14.82375,1/1,15.4158,15.237,14.559,14.914,15.555,16.387,13.875,20.212,270,4.158071588889321,11.857963907160194,4.398085081539723,0.9555030517818468,5.4,-0.0167384085517654,0.0847525814670779,0.0648675333223629,0.008535871881798,0.013477066782652,0.0908641364816417,0.0908641364816417,7,3,2026-04-27T02:39:34.866501+00:00
Desert Eagle | Heat Treated (Factory New),ok,,best_deal,2026-04-17T06:57:40.014863+00:00,77.89,,50,True,8,0.0867746981397769,0.0650126526329982,91.32375,99.945,1/1,81.1361,80.588,76.1148,79.554,83.251,88.887,70.014,88.887,35,4.556541416213008,15.741698208319104,5.513205589127393,0.9444929766218296,0.7,0.0362516206760684,0.1492274872325296,-0.1250719780300905,0.0040025492564454,,0.2758502368175324,0.1328990741053247,7,3,2026-04-27T02:39:46.016379+00:00
Desert Eagle | Heat Treated (Minimal Wear),ok,,best_deal,2026-04-17T06:57:49.528463+00:00,3.35,,50,True,8,0.0101847221956384,0.0125817658289255,3.52125,3.5575,1/1,4.0949,4.093,3.875,3.981,4.164,4.248,2.564,19.025,911,4.468973601308941,9.108891548023156,5.323695328335246,0.9467383337405326,18.22,-0.0173771634210635,0.0673847695390781,-0.0095304509530449,0.0022464242742619,-0.0072846555002411,0.0995071579441446,0.0631307204881483,7,3,2026-04-27T02:39:56.718076+00:00
Desert Eagle | Heirloom (Minimal Wear),ok,,best_deal,2026-04-17T06:58:30.598379+00:00,24.62,,49,False,8,-0.0368354438247497,-0.0324577354363494,25.79125,24.8725,1/1->1/1,24.8164,24.349,22.9772,23.64,27.195,27.324,21.131,29.486,37,14.325204300382005,17.515836301800427,5.527796134814076,0.9436609306337016,0.7551020408163265,-0.0872273577485893,-0.0283629441624365,-0.1697571025807851,-0.0212014535620265,,0.3024227780317377,0.0,7,3,2026-04-27T02:40:05.919048+00:00
Desert Eagle | Light Rail (Factory New),ok,,best_deal,2026-04-17T06:59:38.276983+00:00,21.49,,50,True,8,0.0242491303592598,0.0229657563931248,25.815,26.4525,1/1,20.5804,20.616,19.008,19.652,21.7533,22.23,13.222,24.119,156,10.2101999961128,15.65567238731998,7.813259217507923,0.9220023282887078,3.12,-0.0415855174951567,-0.0132302055770405,-0.1922692435854714,-0.0228138083818987,-0.108628985313771,0.3654084158415843,0.0,7,3,2026-04-27T02:40:14.977964+00:00
Desert Eagle | Mecha Industries (Minimal Wear),ok,,best_deal,2026-04-17T07:00:15.779679+00:00,8.31,,50,True,8,0.0017866988525689,0.0011911890322636,8.365,8.379999999999999,1/1,10.1551,10.049,9.658,9.829,10.5,10.796,9.179,11.282,750,6.607517405047704,11.206191962659156,3.850282124252839,0.9610906557866454,15.0,-0.0126337227368409,0.1121239744758433,0.0694457972143762,0.0124346323285589,0.0129936127881149,0.1342440801457195,0.1008196721311476,7,3,2026-04-27T02:40:22.448373+00:00
Desert Eagle | Naga (Factory New),ok,,best_deal,2026-04-17T07:48:20.696381+00:00,64.74,,28,False,8,-0.0145917376071347,-0.0167244891707256,71.43875,70.50125,1/1->1/1,62.6369,62.143,58.4916,60.656,64.279,66.2916,55.357,73.299,33,5.784130440682725,12.45272355432661,5.82947112644464,0.9412419741563812,1.1785714285714286,-0.0661230127982101,0.0221082827749934,-0.0973194915624408,-0.0173897954011931,,0.2224623772118006,0.0270174363275641,7,3,2026-04-27T02:40:29.477532+00:00
Desert Eagle | Ocean Drive (Battle-Scarred),ok,,best_deal,2026-04-17T07:50:21.916304+00:00,69.77,,18,False,8,-0.0112657788133826,-0.0155028689666729,72.005,71.28,1/1->1/1,90.3206,92.0,82.6768,91.0215,92.666,92.666,73.09,101.047,15,1.8207363547186288,11.059713952298807,10.322340639898318,0.8986608695652174,0.8333333333333334,-0.1092243565168741,-0.0071871020654824,-0.0395055541635346,-0.0202834067317085,,0.2716739130434782,0.1904782608695652,7,3,2026-04-27T02:40:39.126265+00:00
Desert Eagle | Ocean Drive (Field-Tested),ok,,best_deal,2026-04-17T07:50:37.714966+00:00,73.09,,50,True,8,0.0229232404015271,0.0201497741939188,78.725,80.5675,1/1,88.9195,90.368,82.4468,86.16,92.5828,93.808,75.817,100.11,60,7.223162523406012,12.77694993786516,8.908282210313823,0.9123450779036828,1.2,-0.059311128085167,-0.0015464337068288,0.040098125664157,0.0004163470149738,,0.0831259170697246,0.0635291560241291,7,3,2026-04-27T02:40:47.021901+00:00
Desert Eagle | Printstream (Field-Tested),ok,,best_deal,2026-04-17T07:52:31.522264+00:00,38.1,,50,True,8,0.0063930413734968,0.0050968388341197,44.03875,44.32,1/1,46.0104,45.927,43.473,44.683,47.101,48.716,40.169,50.566,1001,5.255333576756558,11.395249769617308,5.333576756559388,0.946567378666144,20.02,-0.0204900719582526,0.0165209362950089,0.0122658244278111,0.0030086669085788,-0.0058581737986991,0.0879618746393691,0.0391938965229841,7,3,2026-04-27T02:40:54.883131+00:00
Desert Eagle | Sputnik (Factory New),ok,,best_deal,2026-04-17T07:53:32.756918+00:00,9.42,,50,True,8,0.0289867466653944,0.0214337609362621,10.5225,10.875,1/1,10.7261,10.538,10.0774,10.3075,10.9563,11.4416,9.004,24.879,182,6.048796859995724,12.718509057346086,4.294198264047505,0.9562915164167776,3.64,-0.000624876363983,-0.1290384987425034,-0.2210398823427631,-0.0264888351969338,-0.0711782885004912,0.2837627721012883,0.0,7,3,2026-04-27T02:41:03.426084+00:00
Desert Eagle | The Bronze (Factory New),ok,,best_deal,2026-04-17T07:55:58.238657+00:00,16.89,,50,True,8,0.1750663266161816,0.1689466887245544,18.51375,22.45875,1/1,16.3921,16.734,14.948,15.4865,17.358,17.858,14.247,18.64,251,11.41708505926636,17.75245392597654,10.895492340822722,0.8932711844149634,5.02,0.0817033330331108,0.1517373497159468,-0.0538340478645464,0.0137302531517565,-0.0112141413694311,0.2743905936334958,0.1317464869515344,7,3,2026-04-27T02:41:10.597026+00:00
Dual Berettas | Demolition (Field-Tested),ok,,best_deal,2026-04-17T08:51:41.421769+00:00,30.08,,33,False,8,0.0175210545776989,0.0119336239372109,31.83,32.3675,1/1->1/1,33.7105,35.04,30.8955,34.1925,35.078,35.078,27.098,35.078,8,2.626778006852465,12.407113510627264,12.29438898859406,0.8817208904109589,0.2424242424242424,-0.1035374369714047,-0.0761683910096326,-0.0730543209139994,-0.0312931827049647,,0.1288537040612732,0.0,7,3,2026-04-27T02:41:22.461811+00:00
Dual Berettas | Elite 1.6 (Factory New),ok,,best_deal,2026-04-17T08:55:25.565585+00:00,3.41,,37,False,8,0.1197327588842703,0.1151464901490387,4.48125,5.08625,1/1->1/1,3.9295,3.782,3.402,3.515,4.123,5.0212,2.313,5.872,129,15.472706451202445,41.20626033846546,9.670441532001524,0.8995240613432047,3.4864864864864864,0.0360664708437162,0.0098150782361308,-0.2694998970981683,-0.0604340398068545,-0.0611490054101715,0.5879701366389632,0.1686152979292858,7,3,2026-04-27T02:41:30.730895+00:00
Dual Berettas | Heist (Factory New),ok,,best_deal,2026-04-17T08:56:38.587040+00:00,10.86,,50,True,8,0.1750123791761166,0.1777378605554415,14.3075,17.3925,1/1,9.4975,9.591,8.136,8.9363,9.991,10.495,7.748,10.692,250,11.105027638852333,24.838115293498287,15.31982100552777,0.8482952768220207,5.0,0.0373771941285117,0.216061913219995,-0.126571897211591,-0.0236549658729732,,0.5597287428273343,0.1776734480959834,7,3,2026-04-27T02:41:42.303322+00:00
Dual Berettas | Melondrama (Well-Worn),ok,,best_deal,2026-04-17T09:00:12.328571+00:00,6.77,,50,True,8,-0.0054339067398583,-0.0051987280695935,6.70125,6.665,1/1,7.5541,7.491,7.23,7.342,7.816,7.974,6.613,8.073,1221,6.2747382216279926,9.848956195973043,3.455077375200212,0.9651581898277934,24.42,-0.0118811695675006,0.0459566343924724,-0.0316879181921474,-0.0079209134406258,-0.0205435350986314,0.1195567144719686,0.0439374185136896,7,3,2026-04-27T02:41:53.306669+00:00
Dual Berettas | Panther (Factory New),ok,,best_deal,2026-04-17T09:02:12.589705+00:00,16.28,,46,False,8,0.1380438748595793,0.1379265005588061,20.37375,23.60625,1/1->1/1,14.9343,14.747,12.9918,13.623,16.5418,16.781,12.538,17.102,42,19.54427057177102,25.372464728845674,11.752810643953852,0.8809791822065505,0.9130434782608696,0.0261502652294126,0.020217496916925,-0.2394695787831513,-0.0462959140973875,,0.436153846153846,0.0198168498168498,7,3,2026-04-27T02:42:04.488765+00:00
Dual Berettas | Royal Consorts (Minimal Wear),ok,,best_deal,2026-04-17T09:06:00.251322+00:00,5.92,,50,True,8,-0.0022864269659647,-0.0083825182686902,6.25875,6.25125,1/1,6.9712,6.963,6.785,6.837,7.077,7.248,3.957,8.106,161,3.44273582740418,6.641611200367227,2.553362405324764,0.9744363061898608,3.22,-0.0153138019999788,0.0194195941523021,-0.0119836458480191,-0.0014439500715459,,0.067208904109589,0.0463755707762557,7,3,2026-04-27T02:42:12.775068+00:00
Dual Berettas | Sweet Little Angels (Factory New),ok,,best_deal,2026-04-17T09:48:45.616363+00:00,21.03,,50,True,8,-0.0441885209469303,-0.0424540416211057,22.455,21.505,1/1,24.3375,24.324,23.526,23.931,24.913,24.913,20.657,26.699,437,4.034925526450948,5.699024139702108,3.278890600924507,0.9671928959052788,8.74,-0.057206247818603,-0.0229085745311782,-0.0942194517577822,-0.0182279798267134,,0.1131676248690932,0.0,7,3,2026-04-27T02:42:19.905102+00:00
Dual Berettas | Sweet Little Angels (Field-Tested),ok,,best_deal,2026-04-17T09:48:49.245508+00:00,3.93,,50,True,8,-0.0160878377631124,-0.0192151307678182,3.95125,3.88875,1/1,4.4445,4.393,4.198,4.282,4.692,4.692,4.06,6.844,1775,9.224884688941392,11.114861064236694,4.3874451569355255,0.9556111996357844,35.5,-0.0287164320433381,-0.0219523587108826,-0.1074168797953962,-0.0209235036779908,-0.0562773741598328,0.1341929321872015,2.1207698655685887e-16,7,3,2026-04-27T02:42:28.153856+00:00
Dual Berettas | Twin Turbo (Factory New),ok,,best_deal,2026-04-17T09:50:58.245278+00:00,47.31,,50,True,8,0.0235522499172779,0.0166821439537478,54.44625,55.76875,1/1,47.0395,46.871,44.5504,45.6135,49.2415,49.4092,38.05,52.661,27,7.712667013892581,10.329191424228563,4.933300736614971,0.9504896417827656,0.54,-0.0220303430321425,0.0788329820864068,-0.0694376065139178,-0.0167675507538638,,0.2926968235557455,0.0926886840445231,7,3,2026-04-27T02:42:35.572454+00:00
